Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined
FDV04,7.825,Regular,0.150319469,Frozen Foods,156.9288,OUT045,Small,Tier 2,Supermarket Type1,7.360287162,Food
FDG46,8.63,Regular,0.032750291,Snack Foods,112.1518,OUT027,Medium,Tier 3,Supermarket Type3,8.585232067,Food
FDO19,17.7,Regular,0.016622448,Fruits and Vegetables,50.2034,OUT049,Medium,Tier 1,Supermarket Type1,7.062604229,Food
NCN05,8.235,Non-Edible,0.014482153,Health and Hygiene,182.295,OUT049,Medium,Tier 1,Supermarket Type1,8.206010462,Non-Consumable
DRA12,11.6,Low Fat,0.047934266,Soft Drinks,141.6154,OUT045,Small,Tier 2,Supermarket Type1,8.250624207,Drinks
FDJ02,17.2,Regular,0.025205909,Canned,149.1418,OUT049,Medium,Tier 1,Supermarket Type1,7.071687449,Food
NCK17,11,Non-Edible,0.037971697,Health and Hygiene,38.948,OUT045,Small,Tier 2,Supermarket Type1,6.254451694,Non-Consumable
FDO58,19.6,Low Fat,0.039544237,Snack Foods,163.6526,OUT013,High,Tier 3,Supermarket Type1,7.049400838,Food
FDB22,8.02,Low Fat,0.111613921,Snack Foods,152.6998,OUT049,Medium,Tier 1,Supermarket Type1,8.12698971,Food
FDG33,5.365,Regular,0.140524691,Seafood,172.7764,OUT045,Small,Tier 2,Supermarket Type1,7.711590698,Food
FDK58,11.35,Regular,0.045073782,Snack Foods,101.9016,OUT045,Small,Tier 2,Supermarket Type1,7.875591082,Food
DRH49,19.7,Low Fat,0.043168763,Soft Drinks,82.8592,OUT019,Small,Tier 1,Grocery Store,5.112700787,Drinks
FDT43,16.35,Low Fat,0.020547951,Fruits and Vegetables,51.2324,OUT046,Small,Tier 1,Supermarket Type1,6.349587143,Food
NCR38,17.25,Non-Edible,0.113694957,Household,253.4724,OUT049,Medium,Tier 1,Supermarket Type1,8.706347618,Non-Consumable
DRI39,13.8,Low Fat,0.097043739,Dairy,57.493,OUT035,Small,Tier 2,Supermarket Type1,7.214675113,Drinks
NCZ05,8.485,Non-Edible,0.058121214,Health and Hygiene,104.499,OUT035,Small,Tier 2,Supermarket Type1,7.122372988,Non-Consumable
FDU21,11.8,Regular,0.07665661,Snack Foods,32.3558,OUT013,High,Tier 3,Supermarket Type1,5.140370323,Food
NCP54,15.35,Non-Edible,0.035204319,Household,122.873,OUT049,Medium,Tier 1,Supermarket Type1,7.94943701,Non-Consumable
NCX29,10,Non-Edible,0.089333332,Health and Hygiene,145.6102,OUT045,Small,Tier 2,Supermarket Type1,7.873058474,Non-Consumable
FDV01,19.2,Regular,0.109285892,Canned,153.3314,OUT017,Small,Tier 2,Supermarket Type1,8.08910185,Food
NCS17,18.6,Non-Edible,0.080956792,Health and Hygiene,95.2436,OUT017,Small,Tier 2,Supermarket Type1,7.494056619,Non-Consumable
NCN07,18.5,Non-Edible,0.03391645,Others,130.9284,OUT013,High,Tier 3,Supermarket Type1,7.447033773,Non-Consumable
FDB14,20.25,Regular,0.102704495,Canned,94.312,OUT035,Small,Tier 2,Supermarket Type1,8.000947573,Food
NCJ18,12.35,Non-Edible,0.163910938,Household,119.2124,OUT035,Small,Tier 2,Supermarket Type1,7.17367966,Non-Consumable
FDF57,14.5,Regular,0.058827383,Fruits and Vegetables,172.2448,OUT046,Small,Tier 1,Supermarket Type1,7.971969893,Food
DRG01,14.8,Low Fat,0.044840933,Soft Drinks,78.367,OUT013,High,Tier 3,Supermarket Type1,6.824160604,Drinks
FDA02,14,Regular,0.029843736,Dairy,143.9786,OUT018,Medium,Tier 3,Supermarket Type2,6.766043777,Food
DRJ37,10.8,Low Fat,0.061446997,Soft Drinks,150.4024,OUT017,Small,Tier 2,Supermarket Type1,7.967365305,Drinks
NCP55,14.65,Non-Edible,0.011180713,Others,53.8614,OUT013,High,Tier 3,Supermarket Type1,5.402882766,Non-Consumable
FDW45,18,Low Fat,0.038822077,Snack Foods,147.7418,OUT027,Medium,Tier 3,Supermarket Type3,7.389909663,Food
FDK38,6.65,Low Fat,0.053397989,Canned,149.3734,OUT045,Small,Tier 2,Supermarket Type1,5.696914947,Food
NCZ30,6.59,Non-Edible,0.043828293,Household,121.4098,OUT010,Small,Tier 3,Grocery Store,5.489018715,Non-Consumable
FDK08,9.195,Regular,0.214139786,Fruits and Vegetables,102.4016,OUT019,Small,Tier 1,Grocery Store,5.315190216,Food
DRY23,9.395,Regular,0.109075742,Soft Drinks,42.9112,OUT035,Small,Tier 2,Supermarket Type1,6.057046274,Drinks
FDT31,19.75,Low Fat,0.012448294,Fruits and Vegetables,188.2872,OUT046,Small,Tier 1,Supermarket Type1,7.881643297,Food
FDU52,7.56,Low Fat,0.064030636,Frozen Foods,154.463,OUT018,Medium,Tier 3,Supermarket Type2,7.825807658,Food
NCG19,20.25,Non-Edible,0.14781046,Household,234.8616,OUT013,High,Tier 3,Supermarket Type1,7.942127384,Non-Consumable
NCR30,20.6,Non-Edible,0.071136948,Household,76.3696,OUT045,Small,Tier 2,Supermarket Type1,5.923849298,Non-Consumable
FDN23,6.575,Regular,0.07566089,Breads,145.4444,OUT045,Small,Tier 2,Supermarket Type1,7.868483554,Food
FDQ01,19.7,Regular,0.16102755,Canned,254.1014,OUT045,Small,Tier 2,Supermarket Type1,8.48591439,Food
FDO22,13.5,Regular,0.029893094,Snack Foods,81.096,OUT010,Small,Tier 3,Grocery Store,5.080111604,Food
DRE13,6.28,Low Fat,0.027761289,Soft Drinks,85.8198,OUT045,Small,Tier 2,Supermarket Type1,6.772162334,Drinks
FDL44,18.25,Low Fat,0.012272797,Fruits and Vegetables,160.2894,OUT035,Small,Tier 2,Supermarket Type1,8.082336759,Food
FDT34,9.3,Low Fat,0.174317307,Snack Foods,106.7964,OUT035,Small,Tier 2,Supermarket Type1,6.736458169,Food
DRM23,16.6,Low Fat,0.135707553,Hard Drinks,170.6422,OUT035,Small,Tier 2,Supermarket Type1,7.230228268,Drinks
FDF32,16.35,Low Fat,0.068219025,Fruits and Vegetables,198.9426,OUT045,Small,Tier 2,Supermarket Type1,8.177618852,Food
NCE18,10,Non-Edible,0.021468792,Household,251.675,OUT045,Small,Tier 2,Supermarket Type1,8.353608989,Non-Consumable
FDA51,8.05,Regular,0.163882129,Dairy,113.2518,OUT027,Medium,Tier 3,Supermarket Type3,8.13638772,Food
DRZ24,7.535,Low Fat,0.082250143,Soft Drinks,118.344,OUT017,Small,Tier 2,Supermarket Type1,8.044608314,Drinks
FDT48,4.92,Low Fat,0.046026479,Baking Goods,196.5084,OUT049,Medium,Tier 1,Supermarket Type1,8.235031746,Food
DRG11,6.385,Low Fat,0.09807119,Hard Drinks,108.9596,OUT046,Small,Tier 1,Supermarket Type1,7.079568146,Drinks
FDE58,18.5,Low Fat,0.052149675,Snack Foods,118.3124,OUT049,Medium,Tier 1,Supermarket Type1,7.340615815,Food
DRA12,11.6,Low Fat,0.040911824,Soft Drinks,142.3154,OUT013,High,Tier 3,Supermarket Type1,7.845289639,Drinks
FDP60,17.35,Low Fat,0.056235142,Baking Goods,102.0016,OUT017,Small,Tier 2,Supermarket Type1,7.390320678,Food
FDT10,16.7,Regular,0.062170334,Snack Foods,60.9562,OUT045,Small,Tier 2,Supermarket Type1,6.722132439,Food
FDE05,10.895,Regular,0.032427039,Frozen Foods,147.7102,OUT013,High,Tier 3,Supermarket Type1,7.062604229,Food
FDC32,18.35,Low Fat,0.099309997,Fruits and Vegetables,91.4462,OUT045,Small,Tier 2,Supermarket Type1,7.418679858,Food
FDJ22,18.75,Low Fat,0.05310896,Snack Foods,193.6504,OUT017,Small,Tier 2,Supermarket Type1,7.964592341,Food
NCH18,9.3,Non-Edible,0.044843161,Household,246.1802,OUT018,Medium,Tier 3,Supermarket Type2,7.902295925,Non-Consumable
DRE37,13.5,Low Fat,0.164966345,Soft Drinks,189.4872,OUT019,Small,Tier 1,Grocery Store,5.247482914,Drinks
DRC13,8.26,Regular,0.032435437,Soft Drinks,124.873,OUT035,Small,Tier 2,Supermarket Type1,7.991981922,Drinks
FDG47,12.8,Low Fat,0.06961884,Starchy Foods,260.3252,OUT046,Small,Tier 1,Supermarket Type1,9.003695122,Food
FDY55,16.75,Low Fat,0.08165147,Fruits and Vegetables,258.3988,OUT018,Medium,Tier 3,Supermarket Type2,7.341479186,Food
NCW29,14,Non-Edible,0.028723187,Health and Hygiene,131.831,OUT027,Medium,Tier 3,Supermarket Type3,8.19871316,Non-Consumable
NCT05,10.895,Non-Edible,0.020994339,Health and Hygiene,255.6672,OUT045,Small,Tier 2,Supermarket Type1,8.377319995,Non-Consumable
FDN50,16.85,Regular,0.026561057,Canned,93.712,OUT049,Medium,Tier 1,Supermarket Type1,6.146457729,Food
FDU60,20,Regular,0.100262068,Baking Goods,169.6132,OUT010,Small,Tier 3,Grocery Store,5.136464098,Food
FDX02,16,Low Fat,0.057012606,Dairy,225.0404,OUT013,High,Tier 3,Supermarket Type1,8.674547375,Food
FDL34,16,Low Fat,0.041009558,Snack Foods,141.2496,OUT049,Medium,Tier 1,Supermarket Type1,7.894632108,Food
DRF27,8.93,Low Fat,0.028578012,Dairy,152.234,OUT017,Small,Tier 2,Supermarket Type1,8.250450355,Drinks
FDZ35,9.6,Regular,0.022303452,Breads,101.699,OUT049,Medium,Tier 1,Supermarket Type1,7.772574595,Food
DRF03,19.1,Low Fat,0.045088724,Dairy,39.7138,OUT027,Medium,Tier 3,Supermarket Type3,7.000856293,Drinks
NCO41,12.5,Non-Edible,0.018757586,Health and Hygiene,96.9384,OUT027,Medium,Tier 3,Supermarket Type3,7.681949955,Non-Consumable
FDQ59,9.8,Regular,0.056500895,Breads,85.8908,OUT045,Small,Tier 2,Supermarket Type1,7.52110009,Food
NCZ53,9.6,Non-Edible,0.024576875,Health and Hygiene,186.6214,OUT018,Medium,Tier 3,Supermarket Type2,7.541796621,Non-Consumable
FDZ33,10.195,Low Fat,0.188038372,Snack Foods,146.4076,OUT019,Small,Tier 1,Grocery Store,5.002654196,Food
FDD34,7.945,Low Fat,0.015908485,Snack Foods,161.421,OUT045,Small,Tier 2,Supermarket Type1,8.139306577,Food
NCM06,7.475,Non-Edible,0.075845634,Household,156.0656,OUT049,Medium,Tier 1,Supermarket Type1,7.525417417,Non-Consumable
FDY43,14.85,Low Fat,0.098803088,Fruits and Vegetables,169.7474,OUT018,Medium,Tier 3,Supermarket Type2,6.514400939,Food
DRM23,16.6,Low Fat,0.227189581,Hard Drinks,173.9422,OUT010,Small,Tier 3,Grocery Store,5.155844403,Drinks
FDT20,10.5,Low Fat,0.041459804,Fruits and Vegetables,39.2164,OUT049,Medium,Tier 1,Supermarket Type1,6.294582373,Food
FDG46,8.63,Regular,0.032882271,Snack Foods,113.5518,OUT013,High,Tier 3,Supermarket Type1,7.913317339,Food
FDH10,21,Low Fat,0.049583899,Snack Foods,193.8478,OUT017,Small,Tier 2,Supermarket Type1,7.059176638,Food
FDF24,15.5,Regular,0.02536567,Baking Goods,82.7934,OUT035,Small,Tier 2,Supermarket Type1,7.114282338,Food
FDG57,14.7,Low Fat,0.07229836,Fruits and Vegetables,48.2034,OUT046,Small,Tier 1,Supermarket Type1,6.775207631,Food
FDN44,13.15,Low Fat,0.022924552,Fruits and Vegetables,157.892,OUT017,Small,Tier 2,Supermarket Type1,7.559300995,Food
FDD32,17.7,Regular,0.040897932,Fruits and Vegetables,82.6276,OUT013,High,Tier 3,Supermarket Type1,6.595846632,Food
FDI04,13.65,Regular,0.127660257,Frozen Foods,198.5426,OUT019,Small,Tier 1,Grocery Store,6.674524017,Food
FDA56,9.21,Low Fat,0.008764786,Fruits and Vegetables,123.1414,OUT046,Small,Tier 1,Supermarket Type1,8.35830273,Food
DRG51,12.1,Low Fat,0.011604894,Dairy,166.0526,OUT017,Small,Tier 2,Supermarket Type1,7.300522374,Drinks
FDZ04,9.31,Low Fat,0.038169783,Frozen Foods,64.551,OUT017,Small,Tier 2,Supermarket Type1,7.366618964,Food
FDT13,14.85,Low Fat,0.018568129,Canned,188.2214,OUT035,Small,Tier 2,Supermarket Type1,8.011601314,Food
FDY56,16.35,Regular,0.062109174,Fruits and Vegetables,223.7062,OUT027,Medium,Tier 3,Supermarket Type3,8.510477975,Food
FDB51,6.92,Low Fat,0.038671588,Dairy,64.2852,OUT017,Small,Tier 2,Supermarket Type1,6.084718979,Food
NCY29,13.65,Non-Edible,0.077169841,Health and Hygiene,55.593,OUT013,High,Tier 3,Supermarket Type1,5.648850991,Non-Consumable
FDL34,16,Low Fat,0.041028937,Snack Foods,142.6496,OUT045,Small,Tier 2,Supermarket Type1,7.515314505,Food
NCQ38,16.35,Non-Edible,0.013387211,Others,105.628,OUT049,Medium,Tier 1,Supermarket Type1,6.971931234,Non-Consumable
NCR41,17.85,Non-Edible,0.017936715,Health and Hygiene,93.7094,OUT027,Medium,Tier 3,Supermarket Type3,8.34050699,Non-Consumable
FDY24,4.88,Regular,0.223440258,Baking Goods,52.2298,OUT010,Small,Tier 3,Grocery Store,5.092457341,Food
NCA42,6.965,Non-Edible,0.034968292,Household,159.6604,OUT045,Small,Tier 2,Supermarket Type1,8.110327623,Non-Consumable
FDB11,16,Low Fat,0.060942632,Starchy Foods,225.6404,OUT049,Medium,Tier 1,Supermarket Type1,7.98157106,Food
FDG26,18.85,Low Fat,0.042641788,Canned,257.833,OUT035,Small,Tier 2,Supermarket Type1,8.591185571,Food
FDH24,20.7,Low Fat,0.021427082,Baking Goods,156.5288,OUT035,Small,Tier 2,Supermarket Type1,7.360287162,Food
FDX44,9.3,Low Fat,0.042930789,Fruits and Vegetables,88.5172,OUT013,High,Tier 3,Supermarket Type1,7.264362861,Food
FDT52,9.695,Regular,0.047697859,Frozen Foods,244.6144,OUT017,Small,Tier 2,Supermarket Type1,7.899583224,Food
FDT04,17.25,Low Fat,0.10764721,Frozen Foods,39.3822,OUT017,Small,Tier 2,Supermarket Type1,5.753390082,Food
FDO58,19.6,Low Fat,0.039577173,Snack Foods,166.1526,OUT046,Small,Tier 1,Supermarket Type1,7.993331905,Food
FDR60,14.3,Low Fat,0.130415118,Baking Goods,75.9328,OUT046,Small,Tier 1,Supermarket Type1,7.055737257,Food
NCL54,12.6,Non-Edible,0.082921642,Household,175.2054,OUT045,Small,Tier 2,Supermarket Type1,8.161405853,Non-Consumable
FDW50,13.1,Low Fat,0.075515154,Dairy,167.2158,OUT013,High,Tier 3,Supermarket Type1,8.009391125,Food
FDK43,9.8,Low Fat,0.046994717,Meat,125.802,OUT019,Small,Tier 1,Grocery Store,5.537350015,Food
FDQ32,17.85,Regular,0.04679836,Fruits and Vegetables,123.8388,OUT018,Medium,Tier 3,Supermarket Type2,6.766043777,Food
FDE29,8.905,Low Fat,0.143129124,Frozen Foods,58.8878,OUT046,Small,Tier 1,Supermarket Type1,7.049400838,Food
NCN07,18.5,Non-Edible,0.034013539,Others,133.2284,OUT045,Small,Tier 2,Supermarket Type1,7.926384669,Non-Consumable
FDB37,20.25,Regular,0.022921735,Baking Goods,240.7538,OUT013,High,Tier 3,Supermarket Type1,8.121466471,Food
FDD21,10.3,Regular,0.030616757,Fruits and Vegetables,112.7176,OUT049,Medium,Tier 1,Supermarket Type1,5.842247344,Food
FDX16,17.85,Low Fat,0.06575528,Frozen Foods,151.505,OUT013,High,Tier 3,Supermarket Type1,7.842940383,Food
FDN46,7.21,Regular,0.144856342,Snack Foods,100.5332,OUT049,Medium,Tier 1,Supermarket Type1,7.028968159,Food
FDV28,16.1,Regular,0.267352587,Frozen Foods,34.9558,OUT010,Small,Tier 3,Grocery Store,4.232824524,Food
FDR48,11.65,Low Fat,0.130867413,Baking Goods,150.8024,OUT027,Medium,Tier 3,Supermarket Type3,8.390102635,Food
FDW37,19.2,Low Fat,0.123449671,Canned,89.7488,OUT027,Medium,Tier 3,Supermarket Type3,7.550937125,Food
FDV40,17.35,Low Fat,0.014689006,Frozen Foods,74.5038,OUT035,Small,Tier 2,Supermarket Type1,6.606701536,Food
FDZ57,10,Regular,0.037918142,Snack Foods,129.6994,OUT018,Medium,Tier 3,Supermarket Type2,7.254526725,Food
FDY46,18.6,Low Fat,0.047964395,Snack Foods,185.0898,OUT049,Medium,Tier 1,Supermarket Type1,8.004511446,Food
FDX45,16.75,Low Fat,0.105018817,Snack Foods,155.263,OUT049,Medium,Tier 1,Supermarket Type1,7.45129569,Food
FDB33,17.75,Low Fat,0.014577412,Fruits and Vegetables,160.7262,OUT035,Small,Tier 2,Supermarket Type1,7.960418424,Food
FDT58,9,Low Fat,0.143870574,Snack Foods,169.4816,OUT010,Small,Tier 3,Grocery Store,6.223260161,Food
FDM39,6.42,Low Fat,0.053553794,Dairy,178.6002,OUT049,Medium,Tier 1,Supermarket Type1,8.183956834,Food
NCY41,16.75,Non-Edible,0.075889215,Health and Hygiene,37.6532,OUT045,Small,Tier 2,Supermarket Type1,6.356543677,Non-Consumable
NCL31,7.39,Non-Edible,0.120280989,Others,142.747,OUT046,Small,Tier 1,Supermarket Type1,8.055232015,Non-Consumable
NCJ31,19.2,Non-Edible,0.182653772,Others,243.0196,OUT046,Small,Tier 1,Supermarket Type1,8.124231904,Non-Consumable
FDO23,17.85,Low Fat,0.25637539,Breads,94.8436,OUT019,Small,Tier 1,Grocery Store,6.342581876,Food
FDN56,5.46,Regular,0.107036943,Fruits and Vegetables,144.2786,OUT035,Small,Tier 2,Supermarket Type1,5.669733326,Food
FDF04,17.5,Low Fat,0.015125422,Frozen Foods,258.3304,OUT013,High,Tier 3,Supermarket Type1,8.119486469,Food
FDJ44,12.3,Regular,0.106238768,Fruits and Vegetables,176.1396,OUT013,High,Tier 3,Supermarket Type1,8.206373933,Food
FDS50,17,Low Fat,0.055545797,Dairy,220.5114,OUT045,Small,Tier 2,Supermarket Type1,8.579618281,Food
NCQ41,14.8,Non-Edible,0.019386057,Health and Hygiene,194.5794,OUT027,Medium,Tier 3,Supermarket Type3,8.164063157,Non-Consumable
FDA49,19.7,Low Fat,0.064921764,Canned,88.1198,OUT046,Small,Tier 1,Supermarket Type1,7.464736743,Food
NCZ06,19.6,Non-Edible,0.094694278,Household,254.9698,OUT017,Small,Tier 2,Supermarket Type1,7.83901265,Non-Consumable
NCM43,14.5,Non-Edible,0.019554705,Others,162.421,OUT018,Medium,Tier 3,Supermarket Type2,7.579909644,Non-Consumable
FDH19,19.35,Low Fat,0.033060937,Meat,172.4738,OUT013,High,Tier 3,Supermarket Type1,7.556172736,Food
FDS15,9.195,Regular,0.078181964,Meat,106.7596,OUT049,Medium,Tier 1,Supermarket Type1,8.318660493,Food
FDO50,16.25,Low Fat,0.078088226,Canned,90.2804,OUT018,Medium,Tier 3,Supermarket Type2,7.411463957,Food
FDJ20,20.7,Regular,0.100583009,Fruits and Vegetables,123.5388,OUT018,Medium,Tier 3,Supermarket Type2,7.592074003,Food
NCI31,20,Non-Edible,0.136124989,Others,38.319,OUT010,Small,Tier 3,Grocery Store,4.993665451,Non-Consumable
FDU20,19.35,Regular,0.021353642,Fruits and Vegetables,122.1098,OUT027,Medium,Tier 3,Supermarket Type3,8.124231904,Food
DRK13,11.8,Low Fat,0.115167579,Soft Drinks,199.8084,OUT046,Small,Tier 1,Supermarket Type1,7.775654103,Drinks
DRJ24,11.8,Low Fat,0.113559058,Soft Drinks,184.2924,OUT045,Small,Tier 2,Supermarket Type1,7.523980378,Drinks
FDI20,19.1,Low Fat,0.038641968,Fruits and Vegetables,212.1586,OUT045,Small,Tier 2,Supermarket Type1,8.684509531,Food
FDF10,15.5,Regular,0.157246634,Snack Foods,145.6418,OUT045,Small,Tier 2,Supermarket Type1,7.699899924,Food
FDQ45,9.5,Regular,0.010917052,Snack Foods,185.3608,OUT046,Small,Tier 1,Supermarket Type1,7.612024777,Food
FDQ10,12.85,Low Fat,0.033172957,Snack Foods,172.0422,OUT035,Small,Tier 2,Supermarket Type1,8.584236361,Food
FDM36,11.65,Regular,0.058719726,Baking Goods,171.1422,OUT035,Small,Tier 2,Supermarket Type1,7.983616514,Food
FDN12,15.6,Low Fat,0.090238999,Baking Goods,111.8544,OUT018,Medium,Tier 3,Supermarket Type2,7.282834854,Food
FDD50,18.85,Low Fat,0.141524348,Canned,168.4132,OUT013,High,Tier 3,Supermarket Type1,7.964129432,Food
FDG17,6.865,Regular,0.035895934,Frozen Foods,244.4486,OUT049,Medium,Tier 1,Supermarket Type1,8.756849824,Food
FDY58,11.65,Low Fat,0.039980644,Snack Foods,227.3694,OUT049,Medium,Tier 1,Supermarket Type1,8.426915686,Food
NCK29,5.615,Non-Edible,0.142873228,Health and Hygiene,123.473,OUT019,Small,Tier 1,Grocery Store,5.914904725,Non-Consumable
FDM32,20.5,Low Fat,0.020627296,Fruits and Vegetables,90.883,OUT010,Small,Tier 3,Grocery Store,4.509572965,Food
FDL46,20.35,Low Fat,0.054056927,Snack Foods,116.8466,OUT046,Small,Tier 1,Supermarket Type1,7.765540243,Food
FDC51,10.895,Regular,0.009636821,Dairy,121.873,OUT049,Medium,Tier 1,Supermarket Type1,7.809727996,Food
FDF16,7.3,Low Fat,0.086266286,Frozen Foods,147.2076,OUT049,Medium,Tier 1,Supermarket Type1,7.561381077,Food
NCV54,11.1,Non-Edible,0.033081389,Household,116.5124,OUT013,High,Tier 3,Supermarket Type1,6.973179283,Non-Consumable
FDE35,7.06,Regular,0.043989429,Starchy Foods,60.2904,OUT045,Small,Tier 2,Supermarket Type1,6.470016535,Food
FDA23,9.8,Low Fat,0.047178116,Baking Goods,99.4016,OUT035,Small,Tier 2,Supermarket Type1,7.795580032,Food
FDI46,9.5,Low Fat,0.074496043,Snack Foods,251.9724,OUT045,Small,Tier 2,Supermarket Type1,7.831110598,Food
FDZ21,17.6,Regular,0.039189221,Snack Foods,97.341,OUT013,High,Tier 3,Supermarket Type1,6.873588175,Food
DRK13,11.8,Low Fat,0.115819014,Soft Drinks,198.3084,OUT017,Small,Tier 2,Supermarket Type1,8.42604086,Drinks
FDX36,9.695,Regular,0.129008866,Baking Goods,226.9404,OUT017,Small,Tier 2,Supermarket Type1,7.901556827,Food
FDY22,16.5,Regular,0.160371305,Snack Foods,143.9128,OUT018,Medium,Tier 3,Supermarket Type2,7.367039662,Food
FDR32,6.78,Regular,0.085392428,Fruits and Vegetables,226.7694,OUT027,Medium,Tier 3,Supermarket Type3,8.726963527,Food
DRF25,9,Low Fat,0.038925251,Soft Drinks,34.919,OUT046,Small,Tier 1,Supermarket Type1,6.167615019,Drinks
FDK20,12.6,Regular,0.041557653,Fruits and Vegetables,124.5072,OUT046,Small,Tier 1,Supermarket Type1,7.804310133,Food
DRI11,8.26,Low Fat,0.060237465,Hard Drinks,115.9834,OUT019,Small,Tier 1,Grocery Store,5.848027685,Drinks
FDH05,14.35,Regular,0.091098018,Frozen Foods,233.5984,OUT045,Small,Tier 2,Supermarket Type1,7.525417417,Food
FDA46,13.6,Low Fat,0.117874024,Snack Foods,193.6136,OUT045,Small,Tier 2,Supermarket Type1,8.405705677,Food
DRD24,13.85,Low Fat,0.030795085,Soft Drinks,143.3154,OUT046,Small,Tier 1,Supermarket Type1,7.594087088,Drinks
FDL39,16.1,Regular,0.063689583,Dairy,181.9318,OUT017,Small,Tier 2,Supermarket Type1,8.692028362,Food
FDD52,18.25,Regular,0.184041545,Dairy,110.157,OUT018,Medium,Tier 3,Supermarket Type2,7.532928176,Food
FDR55,12.15,Regular,0.13283066,Fruits and Vegetables,190.6872,OUT017,Small,Tier 2,Supermarket Type1,7.727555551,Food
DRI13,15.35,Low Fat,0.020441939,Soft Drinks,216.4508,OUT017,Small,Tier 2,Supermarket Type1,8.599191524,Drinks
FDG31,12.15,Low Fat,0.037712875,Meat,64.4826,OUT027,Medium,Tier 3,Supermarket Type3,7.831903619,Food
FDP04,15.35,Low Fat,0.013840784,Frozen Foods,65.2168,OUT045,Small,Tier 2,Supermarket Type1,6.866674918,Food
FDH35,18.25,Low Fat,0.060198496,Starchy Foods,162.9526,OUT013,High,Tier 3,Supermarket Type1,7.049400838,Food
NCB42,11.8,Non-Edible,0.008559557,Health and Hygiene,117.2492,OUT035,Small,Tier 2,Supermarket Type1,7.797222742,Non-Consumable
FDQ14,9.27,Low Fat,0.061883353,Dairy,147.905,OUT049,Medium,Tier 1,Supermarket Type1,7.407836387,Food
FDI19,15.1,Low Fat,0.052085615,Meat,242.8512,OUT027,Medium,Tier 3,Supermarket Type3,8.668613656,Food
FDJ55,12.8,Regular,0.039385992,Meat,224.8404,OUT010,Small,Tier 3,Grocery Store,7.362824696,Food
DRN59,15,Low Fat,0.064241345,Hard Drinks,45.206,OUT049,Medium,Tier 1,Supermarket Type1,6.676203981,Drinks
NCR06,12.5,Non-Edible,0.006759519,Household,42.8112,OUT013,High,Tier 3,Supermarket Type1,6.461730642,Non-Consumable
NCF42,17.35,Non-Edible,0.167243769,Household,176.2712,OUT013,High,Tier 3,Supermarket Type1,8.002731097,Non-Consumable
FDG24,7.975,Low Fat,0.01469075,Baking Goods,84.725,OUT018,Medium,Tier 3,Supermarket Type2,7.46664223,Food
FDB58,10.5,Regular,0.013551445,Snack Foods,142.0154,OUT018,Medium,Tier 3,Supermarket Type2,7.788154259,Food
FDQ56,6.59,Low Fat,0.105085956,Fruits and Vegetables,82.3908,OUT027,Medium,Tier 3,Supermarket Type3,8.213976465,Food
NCV41,14.35,Non-Edible,0.017038777,Health and Hygiene,112.5228,OUT046,Small,Tier 1,Supermarket Type1,7.596096128,Non-Consumable
